Time	I_L	I_load	Ic	Id	I_mos	Vout	V_MOS	Vo_filt	V_drive	Vd	Vc
0.0149864	7.90058	4.04116	3.85941	7.90057	2.16009e-006	20.2039	21.6009	0.583602	0	1.39504	19.6269
0.0149865	7.89665	4.04155	3.8551	7.89665	2.16026e-006	20.2058	21.6026	0.585022	0	1.39484	19.6295
0.0149866	7.89272	4.04193	3.85079	7.89272	2.16043e-006	20.2078	21.6043	0.586438	0	1.39464	19.6321
0.0149867	7.8888	4.04232	3.84648	7.8888	2.1606e-006	20.2097	21.606	0.58785	0	1.39445	19.6346
0.0149868	7.88487	4.0427	3.84217	7.88487	2.16078e-006	20.2116	21.6078	0.589257	0	1.39425	19.6372
0.0149869	7.88094	4.04308	3.83785	7.88094	2.16095e-006	20.2135	21.6095	0.59066	0	1.39405	19.6397
0.014987	7.87701	4.04347	3.83354	7.87701	2.16112e-006	20.2154	21.6112	0.592059	0	1.39386	19.6423
0.0149871	7.87308	4.04385	3.82923	7.87308	2.16129e-006	20.2173	21.6129	0.593453	0	1.39366	19.6449
0.0149872	7.86915	4.04423	3.82492	7.86915	2.16146e-006	20.2192	21.6146	0.594843	0	1.39347	19.6474
0.0149873	7.86522	4.04461	3.82061	7.86522	2.16163e-006	20.2211	21.6163	0.596229	0	1.39327	19.65
0.0149874	7.86129	4.04499	3.8163	7.86129	2.1618e-006	20.223	21.618	0.59761	0	1.39307	19.6525
0.0149875	7.85736	4.04537	3.81199	7.85735	2.16197e-006	20.2249	21.6197	0.598987	0	1.39288	19.655
0.0149876	7.85342	4.04575	3.80767	7.85342	2.16214e-006	20.2268	21.6214	0.60036	0	1.39268	19.6576
0.0149877	7.84949	4.04612	3.80336	7.84949	2.16231e-006	20.2287	21.6231	0.601728	0	1.39248	19.6601
0.0149878	7.84555	4.0465	3.79905	7.84555	2.16248e-006	20.2306	21.6248	0.603092	0	1.39229	19.6627
0.0149879	7.84162	4.04688	3.79474	7.84162	2.16265e-006	20.2325	21.6265	0.604452	0	1.39209	19.6652
0.014988	7.83768	4.04726	3.79043	7.83768	2.16282e-006	20.2344	21.6282	0.605807	0	1.39189	19.6677
0.0149881	7.83375	4.04763	3.78611	7.83375	2.16299e-006	20.2363	21.6299	0.607158	0	1.3917	19.6702
0.0149882	7.82981	4.04801	3.7818	7.82981	2.16315e-006	20.2382	21.6315	0.608505	0	1.3915	19.6728
0.0149883	7.82587	4.04838	3.77749	7.82587	2.16332e-006	20.24	21.6332	0.609847	0	1.3913	19.6753
0.0149884	7.82194	4.04875	3.77318	7.82193	2.16349e-006	20.2419	21.6349	0.611185	0	1.3911	19.6778
0.0149885	7.818	4.04913	3.76887	7.81799	2.16366e-006	20.2438	21.6366	0.612519	0	1.39091	19.6803
0.0149886	7.81406	4.0495	3.76455	7.81405	2.16382e-006	20.2456	21.6382	0.613849	0	1.39071	19.6828
0.0149887	7.81012	4.04987	3.76024	7.81012	2.16399e-006	20.2475	21.6399	0.615174	0	1.39051	19.6853
0.0149888	7.80618	4.05024	3.75593	7.80617	2.16415e-006	20.2494	21.6415	0.616495	0	1.39032	19.6878
0.0149889	7.80224	4.05062	3.75162	7.80223	2.16432e-006	20.2512	21.6432	0.617811	0	1.39012	19.6903
0.014989	7.79829	4.05099	3.7473	7.79829	2.16449e-006	20.2531	21.6449	0.619124	0	1.38992	19.6928
0.0149891	7.79435	4.05136	3.74299	7.79435	2.16465e-006	20.2549	21.6465	0.620432	0	1.38973	19.6953
0.0149892	7.79041	4.05173	3.73868	7.79041	2.16482e-006	20.2568	21.6482	0.621736	0	1.38953	19.6978
0.0149893	7.78646	4.05209	3.73437	7.78646	2.16498e-006	20.2586	21.6498	0.623035	0	1.38933	19.7003
0.0149894	7.78252	4.05246	3.73005	7.78252	2.16515e-006	20.2605	21.6515	0.624331	0	1.38913	19.7028
0.0149895	7.77857	4.05283	3.72574	7.77857	2.16531e-006	20.2623	21.6531	0.625622	0	1.38894	19.7053
0.0149896	7.77463	4.0532	3.72143	7.77463	2.16547e-006	20.2642	21.6547	0.626908	0	1.38874	19.7078
0.0149897	7.77068	4.05356	3.71712	7.77068	2.16564e-006	20.266	21.6564	0.628191	0	1.38854	19.7103
0.0149898	7.76674	4.05393	3.7128	7.76673	2.1658e-006	20.2678	21.658	0.629469	0	1.38834	19.7127
0.0149899	7.76279	4.0543	3.70849	7.76279	2.16596e-006	20.2697	21.6596	0.630743	0	1.38815	19.7152
0.01499	7.75884	4.05466	3.70418	7.75884	2.16613e-006	20.2715	21.6613	0.632013	0	1.38795	19.7177
0.0149901	7.75489	4.05502	3.69987	7.75489	2.16629e-006	20.2733	21.6629	0.633278	0	1.38775	19.7201
0.0149902	7.75094	4.05539	3.69555	7.75094	2.16645e-006	20.2751	21.6645	0.63454	0	1.38755	19.7226
0.0149903	7.74699	4.05575	3.69124	7.74699	2.16661e-006	20.2769	21.6661	0.635797	0	1.38736	19.7251
0.0149904	7.74304	4.05611	3.68693	7.74304	2.16677e-006	20.2788	21.6677	0.63705	0	1.38716	19.7275
0.0149905	7.73909	4.05648	3.68261	7.73909	2.16693e-006	20.2806	21.6693	0.638298	0	1.38696	19.73
0.0149906	7.73514	4.05684	3.6783	7.73514	2.1671e-006	20.2824	21.671	0.639542	0	1.38676	19.7324
0.0149907	7.73119	4.0572	3.67399	7.73119	2.16726e-006	20.2842	21.6726	0.640783	0	1.38657	19.7349
0.0149908	7.72724	4.05756	3.66968	7.72723	2.16742e-006	20.286	21.6742	0.642019	0	1.38637	19.7373
0.0149909	7.72328	4.05792	3.66536	7.72328	2.16758e-006	20.2878	21.6758	0.64325	0	1.38617	19.7398
0.014991	7.71933	4.05828	3.66105	7.71933	2.16774e-006	20.2896	21.6774	0.644478	0	1.38597	19.7422
0.0149911	7.71537	4.05864	3.65674	7.71537	2.1679e-006	20.2914	21.679	0.645701	0	1.38578	19.7447
0.0149912	7.71142	4.05899	3.65242	7.71142	2.16805e-006	20.2932	21.6805	0.64692	0	1.38558	19.7471
0.0149913	7.70746	4.05935	3.64811	7.70746	2.16821e-006	20.295	21.6821	0.648135	0	1.38538	19.7495
0.0149914	7.70351	4.05971	3.6438	7.7035	2.16837e-006	20.2968	21.6837	0.649345	0	1.38518	19.752
0.0149915	7.69955	4.06006	3.63948	7.69955	2.16853e-006	20.2985	21.6853	0.650552	0	1.38499	19.7544
0.0149916	7.69559	4.06042	3.63517	7.69559	2.16869e-006	20.3003	21.6869	0.651754	0	1.38479	19.7568
0.0149917	7.69163	4.06077	3.63086	7.69163	2.16885e-006	20.3021	21.6885	0.652952	0	1.38459	19.7592
0.0149918	7.68767	4.06113	3.62654	7.68767	2.169e-006	20.3039	21.69	0.654146	0	1.38439	19.7617
0.0149919	7.68371	4.06148	3.62223	7.68371	2.16916e-006	20.3056	21.6916	0.655336	0	1.38419	19.7641
0.014992	7.67976	4.06184	3.61792	7.67975	2.16932e-006	20.3074	21.6932	0.656521	0	1.384	19.7665
0.0149921	7.67579	4.06219	3.6136	7.67579	2.16947e-006	20.3092	21.6947	0.657703	0	1.3838	19.7689
0.0149922	7.67183	4.06254	3.60929	7.67183	2.16963e-006	20.3109	21.6963	0.65888	0	1.3836	19.7713
0.0149923	7.66787	4.06289	3.60498	7.66787	2.16979e-006	20.3127	21.6979	0.660053	0	1.3834	19.7737
0.0149924	7.66391	4.06324	3.60066	7.66391	2.16994e-006	20.3145	21.6994	0.661222	0	1.3832	19.7761
0.0149925	7.65995	4.06359	3.59635	7.65994	2.1701e-006	20.3162	21.701	0.662386	0	1.383	19.7785
0.0149926	7.65598	4.06394	3.59204	7.65598	2.17025e-006	20.318	21.7025	0.663547	0	1.38281	19.7809
0.0149927	7.65202	4.06429	3.58772	7.65202	2.17041e-006	20.3197	21.7041	0.664703	0	1.38261	19.7833
0.0149928	7.64805	4.06464	3.58341	7.64805	2.17056e-006	20.3215	21.7056	0.665856	0	1.38241	19.7857
0.0149929	7.64409	4.06499	3.5791	7.64409	2.17072e-006	20.3232	21.7072	0.667004	0	1.38221	19.7881
0.014993	7.64012	4.06534	3.57479	7.64012	2.17087e-006	20.3249	21.7087	0.668148	0	1.38201	19.7905
0.0149931	7.63616	4.06568	3.57047	7.63616	2.17102e-006	20.3267	21.7102	0.669287	0	1.38182	19.7928
0.0149932	7.63219	4.06603	3.56616	7.63219	2.17118e-006	20.3284	21.7118	0.670423	0	1.38162	19.7952
0.0149933	7.62822	4.06638	3.56185	7.62822	2.17133e-006	20.3302	21.7133	0.671554	0	1.38142	19.7976
0.0149934	7.62426	4.06672	3.55753	7.62425	2.17148e-006	20.3319	21.7148	0.672682	0	1.38122	19.8
0.0149935	7.62029	4.06707	3.55322	7.62028	2.17164e-006	20.3336	21.7164	0.673805	0	1.38102	19.8023
0.0149936	7.61632	4.06741	3.54891	7.61632	2.17179e-006	20.3353	21.7179	0.674924	0	1.38082	19.8047
0.0149937	7.61235	4.06775	3.54459	7.61235	2.17194e-006	20.3371	21.7194	0.676039	0	1.38062	19.8071
0.0149938	7.60838	4.0681	3.54028	7.60838	2.17209e-006	20.3388	21.7209	0.67715	0	1.38043	19.8094
0.0149939	7.60441	4.06844	3.53597	7.6044	2.17224e-006	20.3405	21.7224	0.678257	0	1.38023	19.8118
0.014994	7.60044	4.06878	3.53165	7.60043	2.17239e-006	20.3422	21.7239	0.679359	0	1.38003	19.8142
0.0149941	7.59646	4.06912	3.52734	7.59646	2.17254e-006	20.3439	21.7254	0.680458	0	1.37983	19.8165
0.0149942	7.59249	4.06946	3.52303	7.59249	2.17269e-006	20.3456	21.7269	0.681552	0	1.37963	19.8189
0.0149943	7.58852	4.0698	3.51871	7.58852	2.17284e-006	20.3473	21.7284	0.682643	0	1.37943	19.8212
0.0149944	7.58454	4.07014	3.5144	7.58454	2.17299e-006	20.349	21.7299	0.683729	0	1.37923	19.8235
0.0149945	7.58057	4.07048	3.51009	7.58057	2.17314e-006	20.3507	21.7314	0.684811	0	1.37904	19.8259
0.0149946	7.5766	4.07082	3.50577	7.57659	2.17329e-006	20.3524	21.7329	0.685889	0	1.37884	19.8282
0.0149947	7.57262	4.07116	3.50146	7.57262	2.17344e-006	20.3541	21.7344	0.686963	0	1.37864	19.8306
0.0149948	7.56864	4.07149	3.49715	7.56864	2.17359e-006	20.3558	21.7359	0.688033	0	1.37844	19.8329
0.0149949	7.56467	4.07183	3.49284	7.56467	2.17374e-006	20.3575	21.7374	0.689099	0	1.37824	19.8352
0.014995	7.56069	4.07217	3.48852	7.56069	2.17389e-006	20.3592	21.7389	0.69016	0	1.37804	19.8376
0.0149951	7.55671	4.0725	3.48421	7.55671	2.17404e-006	20.3608	21.7404	0.691218	0	1.37784	19.8399
0.0149952	7.55274	4.07284	3.4799	7.55273	2.17418e-006	20.3625	21.7418	0.692272	0	1.37764	19.8422
0.0149953	7.54876	4.07317	3.47558	7.54875	2.17433e-006	20.3642	21.7433	0.693321	0	1.37745	19.8445
0.0149954	7.54478	4.0735	3.47127	7.54478	2.17448e-006	20.3659	21.7448	0.694366	0	1.37725	19.8468
0.0149955	7.5408	4.07384	3.46696	7.5408	2.17462e-006	20.3675	21.7462	0.695408	0	1.37705	19.8491
0.0149956	7.53682	4.07417	3.46265	7.53682	2.17477e-006	20.3692	21.7477	0.696445	0	1.37685	19.8515
0.0149957	7.53284	4.0745	3.45833	7.53284	2.17492e-006	20.3709	21.7492	0.697478	0	1.37665	19.8538
0.0149958	7.52886	4.07483	3.45402	7.52885	2.17506e-006	20.3725	21.7506	0.698508	0	1.37645	19.8561
0.0149959	7.52487	4.07516	3.44971	7.52487	2.17521e-006	20.3742	21.7521	0.699533	0	1.37625	19.8584
0.014996	7.52089	4.0755	3.44539	7.52089	2.17535e-006	20.3758	21.7535	0.700554	0	1.37605	19.8607
0.0149961	7.51691	4.07582	3.44108	7.51691	2.1755e-006	20.3775	21.755	0.701571	0	1.37585	19.863
0.0149962	7.51293	4.07615	3.43677	7.51292	2.17564e-006	20.3791	21.7564	0.702584	0	1.37565	19.8653
0.0149963	7.50894	4.07648	3.43246	7.50894	2.17579e-006	20.3808	21.7579	0.703593	0	1.37545	19.8675
0.0149964	7.50496	4.07681	3.42814	7.50495	2.17593e-006	20.3824	21.7593	0.704598	0	1.37526	19.8698
0.0149965	7.50097	4.07714	3.42383	7.50097	2.17608e-006	20.3841	21.7608	0.705599	0	1.37506	19.8721
0.0149966	7.49699	4.07746	3.41952	7.49698	2.17622e-006	20.3857	21.7622	0.706596	0	1.37486	19.8744
0.0149967	7.493	4.07779	3.41521	7.493	2.17636e-006	20.3873	21.7636	0.707589	0	1.37466	19.8767
0.0149968	7.48901	4.07812	3.41089	7.48901	2.1765e-006	20.389	21.765	0.708577	0	1.37446	19.879
0.0149969	7.48503	4.07844	3.40658	7.48502	2.17665e-006	20.3906	21.7665	0.709562	0	1.37426	19.8812
0.014997	7.48104	4.07877	3.40227	7.48104	2.17679e-006	20.3922	21.7679	0.710543	0	1.37406	19.8835
0.0149971	7.47705	4.07909	3.39796	7.47705	2.17693e-006	20.3938	21.7693	0.71152	0	1.37386	19.8858
0.0149972	7.47306	4.07941	3.39365	7.47306	2.17707e-006	20.3955	21.7707	0.712493	0	1.37366	19.888
0.0149973	7.46907	4.07974	3.38933	7.46907	2.17721e-006	20.3971	21.7721	0.713462	0	1.37346	19.8903
0.0149974	7.46508	4.08006	3.38502	7.46508	2.17736e-006	20.3987	21.7736	0.714426	0	1.37326	19.8925
0.0149975	7.46109	4.08038	3.38071	7.46109	2.1775e-006	20.4003	21.775	0.715387	0	1.37306	19.8948
0.0149976	7.4571	4.0807	3.3764	7.4571	2.17764e-006	20.4019	21.7764	0.716344	0	1.37286	19.8971
0.0149977	7.45311	4.08102	3.37209	7.45311	2.17778e-006	20.4035	21.7778	0.717297	0	1.37266	19.8993
0.0149978	7.44912	4.08134	3.36777	7.44912	2.17792e-006	20.4051	21.7792	0.718246	0	1.37246	19.9015
0.0149979	7.44513	4.08166	3.36346	7.44512	2.17806e-006	20.4067	21.7806	0.719191	0	1.37226	19.9038
0.014998	7.44113	4.08198	3.35915	7.44113	2.1782e-006	20.4083	21.782	0.720131	0	1.37206	19.906
0.0149981	7.43714	4.0823	3.35484	7.43714	2.17834e-006	20.4099	21.7834	0.721068	0	1.37186	19.9083
0.0149982	7.43315	4.08262	3.35053	7.43314	2.17848e-006	20.4115	21.7848	0.722001	0	1.37166	19.9105
0.0149983	7.42915	4.08293	3.34622	7.42915	2.17861e-006	20.4131	21.7861	0.72293	0	1.37146	19.9127
0.0149984	7.42516	4.08325	3.3419	7.42515	2.17875e-006	20.4147	21.7875	0.723855	0	1.37127	19.915
0.0149985	7.42116	4.08357	3.33759	7.42116	2.17889e-006	20.4163	21.7889	0.724776	0	1.37107	19.9172
0.0149986	7.41716	4.08388	3.33328	7.41716	2.17903e-006	20.4178	21.7903	0.725693	0	1.37087	19.9194
0.0149987	7.41317	4.0842	3.32897	7.41317	2.17917e-006	20.4194	21.7917	0.726607	0	1.37067	19.9216
0.0149988	7.40917	4.08451	3.32466	7.40917	2.1793e-006	20.421	21.793	0.727516	0	1.37047	19.9239
0.0149989	7.40517	4.08482	3.32035	7.40517	2.17944e-006	20.4226	21.7944	0.728421	0	1.37027	19.9261
0.014999	7.40118	4.08514	3.31604	7.40117	2.17958e-006	20.4241	21.7958	0.729322	0	1.37007	19.9283
0.0149991	7.39718	4.08545	3.31173	7.39718	2.17971e-006	20.4257	21.7971	0.73022	0	1.36987	19.9305
0.0149992	7.39318	4.08576	3.30741	7.39318	2.17985e-006	20.4273	21.7985	0.731113	0	1.36967	19.9327
0.0149993	7.38918	4.08607	3.3031	7.38918	2.17998e-006	20.4288	21.7998	0.732003	0	1.36947	19.9349
0.0149994	7.38518	4.08638	3.29879	7.38518	2.18012e-006	20.4304	21.8012	0.732888	0	1.36927	19.9371
0.0149995	7.38118	4.08669	3.29448	7.38118	2.18025e-006	20.4319	21.8025	0.73377	0	1.36907	19.9393
0.0149996	7.37718	4.087	3.29017	7.37718	2.18039e-006	20.4335	21.8039	0.734647	0	1.36887	19.9415
0.0149997	7.37318	4.08731	3.28586	7.37317	2.18052e-006	20.435	21.8052	0.735521	0	1.36867	19.9437
0.0149998	7.36917	4.08762	3.28155	7.36917	2.18066e-006	20.4366	21.8066	0.736391	0	1.36847	19.9459
0.0149999	7.36517	4.08793	3.27724	7.36517	2.18079e-006	20.4381	21.8079	0.737257	0	1.36827	19.9481
0.015	7.36117	4.08824	3.27293	7.36117	2.18093e-006	20.4397	21.8093	0.738119	0	1.36807	19.9502
0.0150001	7.36515	3.87333	-3.87333	-1.75149e-006	7.36515	20.4412	1.8413	0.738977	1	-17.5254	19.9477
0.0150002	7.36914	3.87283	-3.87283	-1.75504e-006	7.36914	19.3667	1.84229	-0.335285	1	-17.5219	19.9451
0.0150003	7.37312	3.87233	-3.87233	-1.75504e-006	7.37312	19.3642	1.84329	-0.337523	1	-17.5184	19.9425
0.0150004	7.3771	3.87183	-3.87183	-1.75149e-006	7.3771	19.3616	1.84428	-0.339759	1	-17.5149	19.9399
0.0150005	7.38108	3.87133	-3.87133	-1.75504e-006	7.38109	19.3591	1.84528	-0.341992	1	-17.5114	19.9373
0.0150006	7.38507	3.87082	-3.87083	-1.75149e-006	7.38507	19.3566	1.84627	-0.344223	1	-17.5079	19.9348
0.0150007	7.38905	3.87032	-3.87033	-1.75149e-006	7.38905	19.3541	1.84727	-0.346451	1	-17.5044	19.9322
0.0150008	7.39303	3.86982	-3.86982	-1.75504e-006	7.39303	19.3516	1.84827	-0.348678	1	-17.5009	19.9296
0.0150009	7.39701	3.86932	-3.86932	-1.75149e-006	7.39701	19.3491	1.84926	-0.350901	1	-17.4974	19.927
0.015001	7.40099	3.86882	-3.86882	-1.75149e-006	7.40099	19.3466	1.85026	-0.353122	1	-17.4939	19.9244
0.0150011	7.40497	3.86832	-3.86832	-1.74794e-006	7.40497	19.3441	1.85125	-0.355341	1	-17.4904	19.9219
0.0150012	7.40895	3.86782	-3.86782	-1.75149e-006	7.40895	19.3416	1.85225	-0.357557	1	-17.4869	19.9193
0.0150013	7.41293	3.86732	-3.86732	-1.75504e-006	7.41293	19.3391	1.85324	-0.359771	1	-17.4834	19.9167
0.0150014	7.41691	3.86682	-3.86682	-1.74794e-006	7.41691	19.3366	1.85423	-0.361983	1	-17.4799	19.9141
0.0150015	7.42088	3.86632	-3.86632	-1.74794e-006	7.42089	19.3341	1.85523	-0.364192	1	-17.4764	19.9115
0.0150016	7.42486	3.86582	-3.86582	-1.75504e-006	7.42486	19.3316	1.85622	-0.366399	1	-17.4729	19.909
0.0150017	7.42884	3.86532	-3.86532	-1.75504e-006	7.42884	19.3291	1.85722	-0.368603	1	-17.4694	19.9064
0.0150018	7.43282	3.86482	-3.86482	-1.75149e-006	7.43282	19.3266	1.85821	-0.370805	1	-17.4659	19.9038
0.0150019	7.43679	3.86432	-3.86432	-1.74794e-006	7.43679	19.3241	1.85921	-0.373005	1	-17.4624	19.9012
0.015002	7.44077	3.86382	-3.86382	-1.74794e-006	7.44077	19.3216	1.8602	-0.375202	1	-17.4589	19.8987
0.0150021	7.44474	3.86332	-3.86332	-1.75149e-006	7.44474	19.3191	1.86119	-0.377396	1	-17.4554	19.8961
0.0150022	7.44872	3.86282	-3.86282	-1.74794e-006	7.44872	19.3166	1.86219	-0.379589	1	-17.4519	19.8935
0.0150023	7.45269	3.86232	-3.86232	-1.75149e-006	7.45269	19.3141	1.86318	-0.381779	1	-17.4484	19.8909
0.0150024	7.45667	3.86182	-3.86182	-1.74794e-006	7.45667	19.3116	1.86417	-0.383966	1	-17.4449	19.8884
0.0150025	7.46064	3.86132	-3.86132	-1.74794e-006	7.46064	19.3091	1.86517	-0.386151	1	-17.4414	19.8858
0.0150026	7.46461	3.86082	-3.86082	-1.74083e-006	7.46461	19.3066	1.86616	-0.388334	1	-17.4379	19.8832
0.0150027	7.46859	3.86032	-3.86032	-1.74438e-006	7.46859	19.3041	1.86715	-0.390514	1	-17.4344	19.8806
0.0150028	7.47256	3.85982	-3.85982	-1.74794e-006	7.47256	19.3016	1.86815	-0.392692	1	-17.4309	19.8781
0.0150029	7.47653	3.85932	-3.85932	-1.74794e-006	7.47653	19.2991	1.86914	-0.394867	1	-17.4274	19.8755
0.015003	7.4805	3.85882	-3.85882	-1.74438e-006	7.4805	19.2966	1.87013	-0.397041	1	-17.424	19.8729
0.0150031	7.48447	3.85832	-3.85832	-1.74083e-006	7.48447	19.2941	1.87113	-0.399211	1	-17.4205	19.8703
0.0150032	7.48844	3.85782	-3.85782	-1.74083e-006	7.48844	19.2916	1.87212	-0.40138	1	-17.417	19.8678
0.0150033	7.49241	3.85732	-3.85732	-1.74083e-006	7.49241	19.2891	1.87311	-0.403546	1	-17.4135	19.8652
0.0150034	7.49638	3.85682	-3.85682	-1.74438e-006	7.49638	19.2866	1.8741	-0.405709	1	-17.41	19.8626
0.0150035	7.50035	3.85632	-3.85632	-1.74438e-006	7.50035	19.2841	1.8751	-0.40787	1	-17.4065	19.8601
0.0150036	7.50432	3.85582	-3.85582	-1.74083e-006	7.50432	19.2816	1.87609	-0.410029	1	-17.403	19.8575
0.0150037	7.50829	3.85532	-3.85532	-1.74083e-006	7.50829	19.2791	1.87708	-0.412185	1	-17.3995	19.8549
0.0150038	7.51226	3.85482	-3.85483	-1.74438e-006	7.51226	19.2766	1.87807	-0.41434	1	-17.396	19.8523
0.0150039	7.51622	3.85432	-3.85433	-1.73728e-006	7.51623	19.2741	1.87906	-0.416491	1	-17.3926	19.8498
0.015004	7.52019	3.85383	-3.85383	-1.74083e-006	7.52019	19.2716	1.88006	-0.41864	1	-17.3891	19.8472
0.0150041	7.52416	3.85333	-3.85333	-1.73728e-006	7.52416	19.2691	1.88105	-0.420787	1	-17.3856	19.8446
0.0150042	7.52812	3.85283	-3.85283	-1.74438e-006	7.52813	19.2666	1.88204	-0.422932	1	-17.3821	19.8421
0.0150043	7.53209	3.85233	-3.85233	-1.74438e-006	7.53209	19.2641	1.88303	-0.425074	1	-17.3786	19.8395
0.0150044	7.53605	3.85183	-3.85183	-1.74438e-006	7.53606	19.2617	1.88402	-0.427214	1	-17.3751	19.8369
0.0150045	7.54002	3.85133	-3.85133	-1.73728e-006	7.54002	19.2592	1.88501	-0.429351	1	-17.3717	19.8344
0.0150046	7.54398	3.85083	-3.85084	-1.74438e-006	7.54399	19.2567	1.886	-0.431486	1	-17.3682	19.8318
0.0150047	7.54795	3.85034	-3.85034	-1.73728e-006	7.54795	19.2542	1.88699	-0.433619	1	-17.3647	19.8292
0.0150048	7.55191	3.84984	-3.84984	-1.74083e-006	7.55191	19.2517	1.88799	-0.435749	1	-17.3612	19.8267
0.0150049	7.55587	3.84934	-3.84934	-1.74083e-006	7.55588	19.2492	1.88898	-0.437877	1	-17.3577	19.8241
0.015005	7.55984	3.84884	-3.84884	-1.73728e-006	7.55984	19.2467	1.88997	-0.440002	1	-17.3542	19.8215
0.0150051	7.5638	3.84834	-3.84834	-1.73728e-006	7.5638	19.2442	1.89096	-0.442126	1	-17.3508	19.819
0.0150052	7.56776	3.84784	-3.84785	-1.73728e-006	7.56776	19.2417	1.89195	-0.444246	1	-17.3473	19.8164
0.0150053	7.57172	3.84735	-3.84735	-1.74083e-006	7.57172	19.2392	1.89294	-0.446365	1	-17.3438	19.8138
0.0150054	7.57568	3.84685	-3.84685	-1.73728e-006	7.57568	19.2367	1.89393	-0.448481	1	-17.3403	19.8113
0.0150055	7.57964	3.84635	-3.84635	-1.74083e-006	7.57964	19.2342	1.89492	-0.450595	1	-17.3368	19.8087
0.0150056	7.5836	3.84585	-3.84585	-1.73728e-006	7.5836	19.2318	1.89591	-0.452706	1	-17.3334	19.8061
0.0150057	7.58756	3.84535	-3.84536	-1.73728e-006	7.58756	19.2293	1.8969	-0.454815	1	-17.3299	19.8036
0.0150058	7.59152	3.84486	-3.84486	-1.74083e-006	7.59152	19.2268	1.89789	-0.456922	1	-17.3264	19.801
0.0150059	7.59548	3.84436	-3.84436	-1.73728e-006	7.59548	19.2243	1.89888	-0.459026	1	-17.3229	19.7985
0.015006	7.59944	3.84386	-3.84386	-1.74083e-006	7.59944	19.2218	1.89987	-0.461128	1	-17.3194	19.7959
0.0150061	7.6034	3.84336	-3.84337	-1.73372e-006	7.6034	19.2193	1.90086	-0.463228	1	-17.316	19.7933
0.0150062	7.60735	3.84287	-3.84287	-1.73017e-006	7.60735	19.2168	1.90185	-0.465325	1	-17.3125	19.7908
0.0150063	7.61131	3.84237	-3.84237	-1.73372e-006	7.61131	19.2143	1.90284	-0.46742	1	-17.309	19.7882
0.0150064	7.61527	3.84187	-3.84187	-1.73017e-006	7.61527	19.2118	1.90382	-0.469512	1	-17.3055	19.7856
0.0150065	7.61922	3.84137	-3.84138	-1.73017e-006	7.61922	19.2094	1.90481	-0.471602	1	-17.3021	19.7831
0.0150066	7.62318	3.84088	-3.84088	-1.73372e-006	7.62318	19.2069	1.9058	-0.47369	1	-17.2986	19.7805
0.0150067	7.62713	3.84038	-3.84038	-1.73017e-006	7.62713	19.2044	1.90679	-0.475776	1	-17.2951	19.778
0.0150068	7.63109	3.83988	-3.83988	-1.73372e-006	7.63109	19.2019	1.90778	-0.477859	1	-17.2916	19.7754
0.0150069	7.63504	3.83939	-3.83939	-1.73372e-006	7.63504	19.1994	1.90877	-0.47994	1	-17.2882	19.7728
0.015007	7.639	3.83889	-3.83889	-1.73372e-006	7.639	19.1969	1.90976	-0.482018	1	-17.2847	19.7703
0.0150071	7.64295	3.83839	-3.83839	-1.73017e-006	7.64295	19.1944	1.91075	-0.484094	1	-17.2812	19.7677
0.0150072	7.6469	3.83789	-3.8379	-1.73017e-006	7.6469	19.192	1.91173	-0.486168	1	-17.2777	19.7652
0.0150073	7.65085	3.8374	-3.8374	-1.72662e-006	7.65086	19.1895	1.91272	-0.48824	1	-17.2743	19.7626
0.0150074	7.65481	3.8369	-3.8369	-1.73017e-006	7.65481	19.187	1.91371	-0.490309	1	-17.2708	19.76
0.0150075	7.65876	3.8364	-3.83641	-1.72662e-006	7.65876	19.1845	1.9147	-0.492375	1	-17.2673	19.7575
0.0150076	7.66271	3.83591	-3.83591	-1.72662e-006	7.66271	19.182	1.91569	-0.49444	1	-17.2639	19.7549
0.0150077	7.66666	3.83541	-3.83541	-1.73017e-006	7.66666	19.1795	1.91667	-0.496502	1	-17.2604	19.7524
0.0150078	7.67061	3.83491	-3.83492	-1.72662e-006	7.67061	19.1771	1.91766	-0.498562	1	-17.2569	19.7498
0.0150079	7.67456	3.83442	-3.83442	-1.72662e-006	7.67456	19.1746	1.91865	-0.500619	1	-17.2534	19.7473
0.015008	7.67851	3.83392	-3.83392	-1.72662e-006	7.67851	19.1721	1.91964	-0.502674	1	-17.25	19.7447
0.0150081	7.68246	3.83343	-3.83343	-1.73017e-006	7.68246	19.1696	1.92062	-0.504727	1	-17.2465	19.7422
0.0150082	7.68641	3.83293	-3.83293	-1.72662e-006	7.68641	19.1671	1.92161	-0.506778	1	-17.243	19.7396
0.0150083	7.69036	3.83243	-3.83244	-1.73017e-006	7.69036	19.1647	1.9226	-0.508826	1	-17.2396	19.737
0.0150084	7.6943	3.83194	-3.83194	-1.73017e-006	7.69431	19.1622	1.92358	-0.510872	1	-17.2361	19.7345
0.0150085	7.69825	3.83144	-3.83144	-1.72662e-006	7.69825	19.1597	1.92457	-0.512915	1	-17.2326	19.7319
0.0150086	7.7022	3.83095	-3.83095	-1.72662e-006	7.7022	19.1572	1.92556	-0.514956	1	-17.2292	19.7294
0.0150087	7.70614	3.83045	-3.83045	-1.72662e-006	7.70615	19.1547	1.92654	-0.516995	1	-17.2257	19.7268
